order_item_id,order_id,product_id,quantity,unit_price,discount_amount,_loaded_at
ITEM-0000971,ORD-001151,PROD-0014,1,118.27,3.84,2026-04-24T19:23:36.425245
ITEM-0000972,ORD-001702,PROD-0016,4,263.57,0,2026-04-24T19:23:36.425250
ITEM-0000973,ORD-001654,PROD-0022,2,136.57,0,2026-04-24T19:23:36.425256
ITEM-0000974,ORD-001892,PROD-0017,3,209.74,0,2026-04-24T19:23:36.425263
ITEM-0000975,ORD-000394,PROD-0025,1,95.46,0,2026-04-24T19:23:36.425268
ITEM-0000976,ORD-000306,PROD-0025,3,95.46,0,2026-04-24T19:23:36.425273
ITEM-0000977,ORD-001842,PROD-0008,3,218.02,8.89,2026-04-24T19:23:36.425283
ITEM-0000978,ORD-001541,PROD-0002,1,191.67,4.72,2026-04-24T19:23:36.425312
ITEM-0000979,ORD-001746,PROD-0008,1,218.02,0,2026-04-24T19:23:36.425323
ITEM-0000980,ORD-001859,PROD-0017,4,209.74,0,2026-04-24T19:23:36.425329
ITEM-0000981,ORD-001564,PROD-0013,1,204.94,3.59,2026-04-24T19:23:36.425336
ITEM-0000982,ORD-001369,PROD-0013,2,204.94,0,2026-04-24T19:23:36.425345
ITEM-0000983,ORD-000053,PROD-0007,3,231.01,28.53,2026-04-24T19:23:36.425355
ITEM-0000984,ORD-000115,PROD-0002,1,191.67,0,2026-04-24T19:23:36.425369
ITEM-0000985,ORD-001290,PROD-0020,3,44.26,0,2026-04-24T19:23:36.425379
ITEM-0000986,ORD-000929,PROD-0020,1,44.26,2.13,2026-04-24T19:23:36.425390
ITEM-0000987,ORD-001786,PROD-0014,2,118.27,9.26,2026-04-24T19:23:36.425400
ITEM-0000988,ORD-001285,PROD-0019,4,22.94,0,2026-04-24T19:23:36.425408
ITEM-0000989,ORD-000452,PROD-0005,1,212.75,0,2026-04-24T19:23:36.425414
ITEM-0000990,ORD-001835,PROD-0021,3,114.51,0,2026-04-24T19:23:36.425421
ITEM-0000991,ORD-000577,PROD-0016,4,263.57,0,2026-04-24T19:23:36.425426
ITEM-0000992,ORD-001932,PROD-0013,2,204.94,0,2026-04-24T19:23:36.425431
ITEM-0000993,ORD-001563,PROD-0015,2,168.32,0,2026-04-24T19:23:36.425438
ITEM-0000994,ORD-000706,PROD-0014,2,118.27,0,2026-04-24T19:23:36.425446
ITEM-0000995,ORD-001008,PROD-0001,1,110.4,0,2026-04-24T19:23:36.425454
ITEM-0000996,ORD-000330,PROD-0024,4,227.6,31.51,2026-04-24T19:23:36.425460
ITEM-0000997,ORD-000540,PROD-0019,1,22.94,0,2026-04-24T19:23:36.425465
ITEM-0000998,ORD-000539,PROD-0001,4,110.4,11.17,2026-04-24T19:23:36.425473
ITEM-0000999,ORD-000930,PROD-0003,2,22.33,0,2026-04-24T19:23:36.425482
ITEM-0001000,ORD-000644,PROD-0008,1,218.02,31.2,2026-04-24T19:23:36.425493
ITEM-0001001,ORD-001876,PROD-0012,2,127.67,0,2026-04-24T19:23:36.425502
ITEM-0001002,ORD-001899,PROD-0013,1,204.94,0,2026-04-24T19:23:36.425510
ITEM-0001003,ORD-001740,PROD-0003,4,22.33,0,2026-04-24T19:23:36.425522
ITEM-0001004,ORD-000335,PROD-0006,1,60.51,0,2026-04-24T19:23:36.425531
ITEM-0001005,ORD-001537,PROD-0001,4,110.4,0,2026-04-24T19:23:36.425539
ITEM-0001006,ORD-000651,PROD-0014,2,118.27,17.38,2026-04-24T19:23:36.425550
ITEM-0001007,ORD-001175,PROD-0005,4,212.75,0,2026-04-24T19:23:36.425557
ITEM-0001008,ORD-000447,PROD-0012,4,127.67,0,2026-04-24T19:23:36.425565
ITEM-0001009,ORD-000629,PROD-0015,1,168.32,13.76,2026-04-24T19:23:36.425594
ITEM-0001010,ORD-000346,PROD-0009,1,148.27,0,2026-04-24T19:23:36.425609
ITEM-0001011,ORD-001770,PROD-0019,3,22.94,0,2026-04-24T19:23:36.425616
ITEM-0001012,ORD-001993,PROD-0013,3,204.94,0,2026-04-24T19:23:36.425621
ITEM-0001013,ORD-000109,PROD-0004,4,225.69,0,2026-04-24T19:23:36.425626
ITEM-0001014,ORD-000513,PROD-0008,4,218.02,0,2026-04-24T19:23:36.425631
ITEM-0001015,ORD-000222,PROD-0004,4,225.69,0,2026-04-24T19:23:36.425640
ITEM-0001016,ORD-001024,PROD-0005,4,212.75,0,2026-04-24T19:23:36.425648
ITEM-0001017,ORD-001708,PROD-0022,2,136.57,1.54,2026-04-24T19:23:36.425656
ITEM-0001018,ORD-001207,PROD-0006,1,60.51,8.12,2026-04-24T19:23:36.425662
ITEM-0001019,ORD-000397,PROD-0018,2,99.3,0,2026-04-24T19:23:36.425667
ITEM-0001020,ORD-001119,PROD-0009,4,148.27,0,2026-04-24T19:23:36.425672
ITEM-0001021,ORD-001407,PROD-0011,4,12.34,0,2026-04-24T19:23:36.425677
ITEM-0001022,ORD-000873,PROD-0020,4,44.26,0,2026-04-24T19:23:36.425682
ITEM-0001023,ORD-000363,PROD-0008,2,218.02,27.73,2026-04-24T19:23:36.425688
ITEM-0001024,ORD-000694,PROD-0018,3,99.3,0,2026-04-24T19:23:36.425693
ITEM-0001025,ORD-001609,PROD-0008,4,218.02,0.75,2026-04-24T19:23:36.425699
ITEM-0001026,ORD-001899,PROD-0023,4,247.1,0,2026-04-24T19:23:36.425704
ITEM-0001027,ORD-000126,PROD-0004,4,225.69,0,2026-04-24T19:23:36.425709
ITEM-0001028,ORD-000830,PROD-0013,4,204.94,0,2026-04-24T19:23:36.425713
ITEM-0001029,ORD-001566,PROD-0017,2,209.74,0.49,2026-04-24T19:23:36.425774
ITEM-0001030,ORD-000173,PROD-0001,4,110.4,0,2026-04-24T19:23:36.425785
ITEM-0001031,ORD-001289,PROD-0022,2,136.57,0,2026-04-24T19:23:36.425790
ITEM-0001032,ORD-000177,PROD-0012,3,127.67,0,2026-04-24T19:23:36.425795
ITEM-0001033,ORD-000687,PROD-0013,3,204.94,0,2026-04-24T19:23:36.425801
ITEM-0001034,ORD-000830,PROD-0018,4,99.3,10.23,2026-04-24T19:23:36.425807
ITEM-0001035,ORD-001071,PROD-0019,2,22.94,0,2026-04-24T19:23:36.425812
ITEM-0001036,ORD-001169,PROD-0021,2,114.51,0,2026-04-24T19:23:36.425817
ITEM-0001037,ORD-001985,PROD-0005,3,212.75,0,2026-04-24T19:23:36.425821
ITEM-0001038,ORD-001095,PROD-0015,1,168.32,0,2026-04-24T19:23:36.425826
ITEM-0001039,ORD-001277,PROD-0025,3,95.46,0,2026-04-24T19:23:36.425831
ITEM-0001040,ORD-001778,PROD-0020,3,44.26,0,2026-04-24T19:23:36.425836
ITEM-0001041,ORD-001882,PROD-0001,2,110.4,0,2026-04-24T19:23:36.425840
ITEM-0001042,ORD-001949,PROD-0002,3,191.67,0,2026-04-24T19:23:36.425850
ITEM-0001043,ORD-001111,PROD-0020,2,44.26,0,2026-04-24T19:23:36.425858
ITEM-0001044,ORD-000598,PROD-0014,3,118.27,0,2026-04-24T19:23:36.425863
ITEM-0001045,ORD-001241,PROD-0021,2,114.51,0,2026-04-24T19:23:36.425868
ITEM-0001046,ORD-000581,PROD-0011,1,12.34,0,2026-04-24T19:23:36.425874
ITEM-0001047,ORD-001040,PROD-0012,4,127.67,0,2026-04-24T19:23:36.425881
ITEM-0001048,ORD-000904,PROD-0015,1,168.32,0,2026-04-24T19:23:36.425886
ITEM-0001049,ORD-001115,PROD-0003,3,22.33,0.79,2026-04-24T19:23:36.425892
ITEM-0001050,ORD-000402,PROD-0013,4,204.94,0,2026-04-24T19:23:36.425897
ITEM-0001051,ORD-001261,PROD-0018,2,99.3,0,2026-04-24T19:23:36.425901
ITEM-0001052,ORD-000160,PROD-0015,3,168.32,0,2026-04-24T19:23:36.425906
ITEM-0001053,ORD-001360,PROD-0020,1,44.26,0,2026-04-24T19:23:36.425911
ITEM-0001054,ORD-001009,PROD-0015,4,168.32,0,2026-04-24T19:23:36.425915
ITEM-0001055,ORD-000894,PROD-0013,2,204.94,17.66,2026-04-24T19:23:36.425923
ITEM-0001056,ORD-000316,PROD-0017,4,209.74,0,2026-04-24T19:23:36.425928
ITEM-0001057,ORD-000402,PROD-0005,3,212.75,0,2026-04-24T19:23:36.425933
ITEM-0001058,ORD-001090,PROD-0016,1,263.57,0,2026-04-24T19:23:36.425937
ITEM-0001059,ORD-000382,PROD-0011,1,12.34,0,2026-04-24T19:23:36.425942
ITEM-0001060,ORD-001425,PROD-0022,2,136.57,0,2026-04-24T19:23:36.425947
ITEM-0001061,ORD-001778,PROD-0009,1,148.27,0,2026-04-24T19:23:36.425951
ITEM-0001062,ORD-001269,PROD-0012,4,127.67,0,2026-04-24T19:23:36.425956
ITEM-0001063,ORD-000063,PROD-0011,4,12.34,0,2026-04-24T19:23:36.425961
ITEM-0001064,ORD-001843,PROD-0022,1,136.57,0,2026-04-24T19:23:36.425965
ITEM-0001065,ORD-000702,PROD-0018,2,99.3,0,2026-04-24T19:23:36.425970
ITEM-0001066,ORD-001914,PROD-0012,3,127.67,0,2026-04-24T19:23:36.425974
ITEM-0001067,ORD-000808,PROD-0017,4,209.74,0,2026-04-24T19:23:36.425979
ITEM-0001068,ORD-001670,PROD-0007,2,231.01,0,2026-04-24T19:23:36.426006
ITEM-0001069,ORD-000506,PROD-0020,3,44.26,0,2026-04-24T19:23:36.426012
ITEM-0001070,ORD-001515,PROD-0021,2,114.51,0,2026-04-24T19:23:36.426016
ITEM-0001071,ORD-001701,PROD-0019,3,22.94,0,2026-04-24T19:23:36.426021
ITEM-0001072,ORD-001847,PROD-0008,2,218.02,0,2026-04-24T19:23:36.426026
ITEM-0001073,ORD-000337,PROD-0019,1,22.94,0,2026-04-24T19:23:36.426031
ITEM-0001074,ORD-001876,PROD-0009,1,148.27,0,2026-04-24T19:23:36.426035
ITEM-0001075,ORD-000692,PROD-0011,2,12.34,0,2026-04-24T19:23:36.426039
ITEM-0001076,ORD-001936,PROD-0024,4,227.6,0,2026-04-24T19:23:36.426044
ITEM-0001077,ORD-001179,PROD-0011,4,12.34,0,2026-04-24T19:23:36.426049
ITEM-0001078,ORD-001423,PROD-0006,4,60.51,2.01,2026-04-24T19:23:36.426057
ITEM-0001079,ORD-001601,PROD-0008,3,218.02,0,2026-04-24T19:23:36.426063
ITEM-0001080,ORD-001763,PROD-0022,3,136.57,0,2026-04-24T19:23:36.426067
ITEM-0001081,ORD-000802,PROD-0017,1,209.74,0,2026-04-24T19:23:36.426074
ITEM-0001082,ORD-001323,PROD-0012,3,127.67,0,2026-04-24T19:23:36.426079
ITEM-0001083,ORD-001145,PROD-0016,3,263.57,37.54,2026-04-24T19:23:36.426085
ITEM-0001084,ORD-001549,PROD-0011,1,12.34,0,2026-04-24T19:23:36.426089
ITEM-0001085,ORD-000398,PROD-0016,3,263.57,8.86,2026-04-24T19:23:36.426095
ITEM-0001086,ORD-001689,PROD-0010,1,169.89,22.78,2026-04-24T19:23:36.426101
ITEM-0001087,ORD-000986,PROD-0019,1,22.94,0.39,2026-04-24T19:23:36.426107
ITEM-0001088,ORD-000408,PROD-0020,4,44.26,0,2026-04-24T19:23:36.426112
ITEM-0001089,ORD-000552,PROD-0017,3,209.74,0,2026-04-24T19:23:36.426116
ITEM-0001090,ORD-000630,PROD-0002,1,191.67,6.04,2026-04-24T19:23:36.426122
ITEM-0001091,ORD-000221,PROD-0003,3,22.33,0,2026-04-24T19:23:36.426127
ITEM-0001092,ORD-000444,PROD-0011,3,12.34,0,2026-04-24T19:23:36.426132
ITEM-0001093,ORD-001815,PROD-0024,2,227.6,0,2026-04-24T19:23:36.426139
ITEM-0001094,ORD-001733,PROD-0007,4,231.01,0,2026-04-24T19:23:36.426146
ITEM-0001095,ORD-000873,PROD-0017,1,209.74,0,2026-04-24T19:23:36.426151
ITEM-0001096,ORD-001966,PROD-0015,3,168.32,0,2026-04-24T19:23:36.426155
ITEM-0001097,ORD-001771,PROD-0020,3,44.26,0.99,2026-04-24T19:23:36.426161
ITEM-0001098,ORD-001577,PROD-0021,1,114.51,0,2026-04-24T19:23:36.426166
ITEM-0001099,ORD-000364,PROD-0003,1,22.33,0,2026-04-24T19:23:36.426170
ITEM-0001100,ORD-001942,PROD-0015,4,168.32,0,2026-04-24T19:23:36.426175
ITEM-0001101,ORD-001240,PROD-0004,4,225.69,0,2026-04-24T19:23:36.426180
ITEM-0001102,ORD-000014,PROD-0024,2,227.6,0,2026-04-24T19:23:36.426186
ITEM-0001103,ORD-001730,PROD-0009,3,148.27,0,2026-04-24T19:23:36.426191
ITEM-0001104,ORD-001824,PROD-0017,3,209.74,0,2026-04-24T19:23:36.426195
ITEM-0001105,ORD-001870,PROD-0005,3,212.75,0,2026-04-24T19:23:36.426200
ITEM-0001106,ORD-001957,PROD-0025,4,95.46,0,2026-04-24T19:23:36.426205
ITEM-0001107,ORD-000922,PROD-0011,4,12.34,0,2026-04-24T19:23:36.426212
ITEM-0001108,ORD-001767,PROD-0018,4,99.3,0,2026-04-24T19:23:36.426217
ITEM-0001109,ORD-000692,PROD-0006,2,60.51,0,2026-04-24T19:23:36.426221
ITEM-0001110,ORD-000573,PROD-0017,3,209.74,28.1,2026-04-24T19:23:36.426229
ITEM-0001111,ORD-000865,PROD-0018,3,99.3,0,2026-04-24T19:23:36.426234
ITEM-0001112,ORD-001724,PROD-0012,3,127.67,0,2026-04-24T19:23:36.426239
ITEM-0001113,ORD-000264,PROD-0020,3,44.26,0,2026-04-24T19:23:36.426292
ITEM-0001114,ORD-000877,PROD-0010,1,169.89,20.7,2026-04-24T19:23:36.426301
ITEM-0001115,ORD-001743,PROD-0011,1,12.34,0,2026-04-24T19:23:36.426306
ITEM-0001116,ORD-001642,PROD-0001,1,110.4,0,2026-04-24T19:23:36.426311
ITEM-0001117,ORD-001201,PROD-0010,3,169.89,0,2026-04-24T19:23:36.426315
ITEM-0001118,ORD-000485,PROD-0021,2,114.51,0,2026-04-24T19:23:36.426320
ITEM-0001119,ORD-001779,PROD-0005,1,212.75,0,2026-04-24T19:23:36.426325
ITEM-0001120,ORD-000664,PROD-0011,1,12.34,0,2026-04-24T19:23:36.426333
ITEM-0001121,ORD-000418,PROD-0011,4,12.34,0,2026-04-24T19:23:36.426338
ITEM-0001122,ORD-000374,PROD-0021,4,114.51,0,2026-04-24T19:23:36.426343
ITEM-0001123,ORD-000583,PROD-0022,1,136.57,0,2026-04-24T19:23:36.426347
ITEM-0001124,ORD-001270,PROD-0017,4,209.74,0,2026-04-24T19:23:36.426352
ITEM-0001125,ORD-001973,PROD-0023,4,247.1,0,2026-04-24T19:23:36.426357
ITEM-0001126,ORD-001841,PROD-0023,2,247.1,0,2026-04-24T19:23:36.426362
ITEM-0001127,ORD-000600,PROD-0021,4,114.51,0,2026-04-24T19:23:36.426366
ITEM-0001128,ORD-000014,PROD-0021,4,114.51,0,2026-04-24T19:23:36.426371
ITEM-0001129,ORD-001442,PROD-0005,3,212.75,31.43,2026-04-24T19:23:36.426377
ITEM-0001130,ORD-001945,PROD-0006,3,60.51,0,2026-04-24T19:23:36.426381
ITEM-0001131,ORD-001113,PROD-0003,2,22.33,0.58,2026-04-24T19:23:36.426387
ITEM-0001132,ORD-000129,PROD-0004,2,225.69,0,2026-04-24T19:23:36.426392
ITEM-0001133,ORD-001800,PROD-0005,2,212.75,0,2026-04-24T19:23:36.426399
ITEM-0001134,ORD-001279,PROD-0021,1,114.51,0,2026-04-24T19:23:36.426404
ITEM-0001135,ORD-000017,PROD-0003,1,22.33,0,2026-04-24T19:23:36.426409
ITEM-0001136,ORD-001003,PROD-0003,2,22.33,0,2026-04-24T19:23:36.426413
ITEM-0001137,ORD-000949,PROD-0006,2,60.51,0,2026-04-24T19:23:36.426418
ITEM-0001138,ORD-001571,PROD-0012,1,127.67,0,2026-04-24T19:23:36.426422
ITEM-0001139,ORD-000179,PROD-0016,4,263.57,0,2026-04-24T19:23:36.426427
ITEM-0001140,ORD-000371,PROD-0022,4,136.57,0,2026-04-24T19:23:36.426431
ITEM-0001141,ORD-000534,PROD-0012,4,127.67,0,2026-04-24T19:23:36.426439
ITEM-0001142,ORD-000545,PROD-0024,3,227.6,0,2026-04-24T19:23:36.426444
ITEM-0001143,ORD-001767,PROD-0016,2,263.57,0,2026-04-24T19:23:36.426450
ITEM-0001144,ORD-001267,PROD-0019,1,22.94,0,2026-04-24T19:23:36.426455
ITEM-0001145,ORD-001347,PROD-0003,4,22.33,0,2026-04-24T19:23:36.426461
ITEM-0001146,ORD-000804,PROD-0018,2,99.3,0,2026-04-24T19:23:36.426469
ITEM-0001147,ORD-001967,PROD-0002,2,191.67,0,2026-04-24T19:23:36.426473
ITEM-0001148,ORD-000937,PROD-0004,4,225.69,0,2026-04-24T19:23:36.426478
ITEM-0001149,ORD-001613,PROD-0022,2,136.57,0,2026-04-24T19:23:36.426483
ITEM-0001150,ORD-001980,PROD-0023,2,247.1,24.29,2026-04-24T19:23:36.426489
ITEM-0001151,ORD-000354,PROD-0006,1,60.51,0,2026-04-24T19:23:36.426493
ITEM-0001152,ORD-001806,PROD-0005,2,212.75,0,2026-04-24T19:23:36.426498
ITEM-0001153,ORD-001638,PROD-0006,1,60.51,0,2026-04-24T19:23:36.426503
ITEM-0001154,ORD-000484,PROD-0011,1,12.34,0,2026-04-24T19:23:36.426508
ITEM-0001155,ORD-000342,PROD-0018,2,99.3,0,2026-04-24T19:23:36.426512
ITEM-0001156,ORD-000501,PROD-0011,3,12.34,0,2026-04-24T19:23:36.426517
ITEM-0001157,ORD-001925,PROD-0019,2,22.94,0,2026-04-24T19:23:36.426522
ITEM-0001158,ORD-001002,PROD-0010,3,169.89,0,2026-04-24T19:23:36.426527
ITEM-0001159,ORD-001808,PROD-0024,4,227.6,0,2026-04-24T19:23:36.426534
ITEM-0001160,ORD-000806,PROD-0016,2,263.57,0,2026-04-24T19:23:36.426538
ITEM-0001161,ORD-000535,PROD-0010,2,169.89,14.55,2026-04-24T19:23:36.426544
ITEM-0001162,ORD-001485,PROD-0009,4,148.27,0,2026-04-24T19:23:36.426549
ITEM-0001163,ORD-001737,PROD-0004,2,225.69,20.43,2026-04-24T19:23:36.426555
ITEM-0001164,ORD-001170,PROD-0019,4,22.94,0,2026-04-24T19:23:36.426559
ITEM-0001165,ORD-000114,PROD-0006,4,60.51,0,2026-04-24T19:23:36.426564
ITEM-0001166,ORD-001221,PROD-0011,2,12.34,0,2026-04-24T19:23:36.426569
ITEM-0001167,ORD-000439,PROD-0015,4,168.32,0,2026-04-24T19:23:36.426574
ITEM-0001168,ORD-001949,PROD-0016,3,263.57,0,2026-04-24T19:23:36.426578
ITEM-0001169,ORD-000058,PROD-0018,2,99.3,0,2026-04-24T19:23:36.426583
ITEM-0001170,ORD-000747,PROD-0022,1,136.57,0,2026-04-24T19:23:36.426588
ITEM-0001171,ORD-000355,PROD-0013,1,204.94,0,2026-04-24T19:23:36.426593
ITEM-0001172,ORD-001136,PROD-0002,1,191.67,0,2026-04-24T19:23:36.426600
ITEM-0001173,ORD-001037,PROD-0016,4,263.57,0,2026-04-24T19:23:36.426608
ITEM-0001174,ORD-000432,PROD-0019,4,22.94,0,2026-04-24T19:23:36.426613
ITEM-0001175,ORD-000732,PROD-0023,3,247.1,0,2026-04-24T19:23:36.426618
ITEM-0001176,ORD-000808,PROD-0006,2,60.51,0,2026-04-24T19:23:36.426623
ITEM-0001177,ORD-000570,PROD-0002,1,191.67,0,2026-04-24T19:23:36.426628
ITEM-0001178,ORD-001669,PROD-0010,2,169.89,16.45,2026-04-24T19:23:36.426633
ITEM-0001179,ORD-000137,PROD-0019,3,22.94,0,2026-04-24T19:23:36.426638
ITEM-0001180,ORD-001169,PROD-0012,2,127.67,16.7,2026-04-24T19:23:36.426644
ITEM-0001181,ORD-001317,PROD-0003,1,22.33,0,2026-04-24T19:23:36.426649
ITEM-0001182,ORD-001495,PROD-0019,2,22.94,0,2026-04-24T19:23:36.426654
ITEM-0001183,ORD-000190,PROD-0019,3,22.94,0,2026-04-24T19:23:36.426658
ITEM-0001184,ORD-001339,PROD-0010,2,169.89,0,2026-04-24T19:23:36.426663
ITEM-0001185,ORD-001687,PROD-0024,2,227.6,0,2026-04-24T19:23:36.426670
ITEM-0001186,ORD-000963,PROD-0007,1,231.01,0,2026-04-24T19:23:36.426675
ITEM-0001187,ORD-001024,PROD-0003,2,22.33,0,2026-04-24T19:23:36.426680
ITEM-0001188,ORD-000100,PROD-0003,1,22.33,0,2026-04-24T19:23:36.426684
ITEM-0001189,ORD-000237,PROD-0021,2,114.51,0,2026-04-24T19:23:36.426689
ITEM-0001190,ORD-001407,PROD-0007,2,231.01,0,2026-04-24T19:23:36.426694
ITEM-0001191,ORD-001542,PROD-0023,4,247.1,0,2026-04-24T19:23:36.426699
ITEM-0001192,ORD-001241,PROD-0022,2,136.57,0,2026-04-24T19:23:36.426703
ITEM-0001193,ORD-000784,PROD-0025,1,95.46,0,2026-04-24T19:23:36.426710
ITEM-0001194,ORD-000371,PROD-0013,1,204.94,0,2026-04-24T19:23:36.426715
ITEM-0001195,ORD-000066,PROD-0002,1,191.67,0,2026-04-24T19:23:36.426720
ITEM-0001196,ORD-001356,PROD-0015,2,168.32,0,2026-04-24T19:23:36.426724
ITEM-0001197,ORD-001276,PROD-0024,4,227.6,6.76,2026-04-24T19:23:36.426730
ITEM-0001198,ORD-001172,PROD-0024,2,227.6,0,2026-04-24T19:23:36.426737
ITEM-0001199,ORD-000427,PROD-0007,4,231.01,0,2026-04-24T19:23:36.426742
ITEM-0001200,ORD-000933,PROD-0018,1,99.3,0,2026-04-24T19:23:36.426747
ITEM-0001201,ORD-000213,PROD-0021,3,114.51,0,2026-04-24T19:23:36.426752
ITEM-0001202,ORD-000185,PROD-0005,3,212.75,0,2026-04-24T19:23:36.426756
ITEM-0001203,ORD-001399,PROD-0010,1,169.89,0,2026-04-24T19:23:36.426761
ITEM-0001204,ORD-001181,PROD-0013,2,204.94,26.43,2026-04-24T19:23:36.426769
ITEM-0001205,ORD-000588,PROD-0022,3,136.57,3.08,2026-04-24T19:23:36.426775
ITEM-0001206,ORD-001686,PROD-0013,2,204.94,0,2026-04-24T19:23:36.426779
ITEM-0001207,ORD-000752,PROD-0019,2,22.94,0,2026-04-24T19:23:36.426784
ITEM-0001208,ORD-001520,PROD-0012,4,127.67,1.26,2026-04-24T19:23:36.426814
ITEM-0001209,ORD-001366,PROD-0024,1,227.6,7.33,2026-04-24T19:23:36.426836
ITEM-0001210,ORD-001423,PROD-0019,3,22.94,0,2026-04-24T19:23:36.426843
ITEM-0001211,ORD-000469,PROD-0019,4,22.94,2.67,2026-04-24T19:23:36.426866
ITEM-0001212,ORD-000391,PROD-0015,1,168.32,0,2026-04-24T19:23:36.426871
ITEM-0001213,ORD-001106,PROD-0014,3,118.27,0,2026-04-24T19:23:36.426876
ITEM-0001214,ORD-001893,PROD-0012,4,127.67,0,2026-04-24T19:23:36.426881
ITEM-0001215,ORD-000154,PROD-0005,2,212.75,8.28,2026-04-24T19:23:36.426887
ITEM-0001216,ORD-000987,PROD-0024,2,227.6,0,2026-04-24T19:23:36.426892
ITEM-0001217,ORD-001258,PROD-0002,4,191.67,0,2026-04-24T19:23:36.426897
ITEM-0001218,ORD-001014,PROD-0006,4,60.51,0,2026-04-24T19:23:36.426901
ITEM-0001219,ORD-001269,PROD-0009,1,148.27,0,2026-04-24T19:23:36.426906
ITEM-0001220,ORD-001975,PROD-0002,4,191.67,0,2026-04-24T19:23:36.426911
ITEM-0001221,ORD-001210,PROD-0003,4,22.33,0,2026-04-24T19:23:36.426915
ITEM-0001222,ORD-000260,PROD-0001,4,110.4,0,2026-04-24T19:23:36.426920
ITEM-0001223,ORD-000535,PROD-0010,1,169.89,0,2026-04-24T19:23:36.426925
ITEM-0001224,ORD-001455,PROD-0006,1,60.51,0,2026-04-24T19:23:36.426933
ITEM-0001225,ORD-000256,PROD-0010,1,169.89,0,2026-04-24T19:23:36.426938
ITEM-0001226,ORD-001017,PROD-0001,3,110.4,6.72,2026-04-24T19:23:36.426943
ITEM-0001227,ORD-001829,PROD-0019,4,22.94,0,2026-04-24T19:23:36.426948
ITEM-0001228,ORD-001209,PROD-0010,1,169.89,0,2026-04-24T19:23:36.426953
ITEM-0001229,ORD-000871,PROD-0022,3,136.57,0,2026-04-24T19:23:36.426958
ITEM-0001230,ORD-001724,PROD-0006,2,60.51,0,2026-04-24T19:23:36.426963
ITEM-0001231,ORD-000890,PROD-0004,2,225.69,8.5,2026-04-24T19:23:36.426968
ITEM-0001232,ORD-000122,PROD-0001,1,110.4,0,2026-04-24T19:23:36.426973
ITEM-0001233,ORD-001054,PROD-0025,1,95.46,0,2026-04-24T19:23:36.426978
ITEM-0001234,ORD-001651,PROD-0004,1,225.69,0,2026-04-24T19:23:36.426982
ITEM-0001235,ORD-000206,PROD-0024,4,227.6,0,2026-04-24T19:23:36.426987
ITEM-0001236,ORD-001932,PROD-0015,4,168.32,0,2026-04-24T19:23:36.426995
ITEM-0001237,ORD-001058,PROD-0003,4,22.33,0,2026-04-24T19:23:36.427002
ITEM-0001238,ORD-001664,PROD-0002,1,191.67,0,2026-04-24T19:23:36.427006
ITEM-0001239,ORD-000304,PROD-0024,3,227.6,0,2026-04-24T19:23:36.427012
ITEM-0001240,ORD-000702,PROD-0019,1,22.94,0.37,2026-04-24T19:23:36.427017
ITEM-0001241,ORD-000401,PROD-0023,1,247.1,0,2026-04-24T19:23:36.427022
ITEM-0001242,ORD-000209,PROD-0017,1,209.74,0,2026-04-24T19:23:36.427027
ITEM-0001243,ORD-000470,PROD-0008,1,218.02,0,2026-04-24T19:23:36.427034
ITEM-0001244,ORD-000590,PROD-0011,1,12.34,1.5,2026-04-24T19:23:36.427040
ITEM-0001245,ORD-000409,PROD-0012,3,127.67,0,2026-04-24T19:23:36.427045
ITEM-0001246,ORD-000403,PROD-0013,2,204.94,0,2026-04-24T19:23:36.427060
ITEM-0001247,ORD-000373,PROD-0001,1,110.4,0,2026-04-24T19:23:36.427065
ITEM-0001248,ORD-001441,PROD-0012,3,127.67,0,2026-04-24T19:23:36.427069
ITEM-0001249,ORD-000419,PROD-0014,3,118.27,0,2026-04-24T19:23:36.427074
ITEM-0001250,ORD-001375,PROD-0004,1,225.69,0,2026-04-24T19:23:36.427081
ITEM-0001251,ORD-000321,PROD-0025,2,95.46,0,2026-04-24T19:23:36.427086
ITEM-0001252,ORD-000895,PROD-0015,3,168.32,22.46,2026-04-24T19:23:36.427093
ITEM-0001253,ORD-000132,PROD-0005,1,212.75,0,2026-04-24T19:23:36.427097
ITEM-0001254,ORD-000973,PROD-0017,2,209.74,22.01,2026-04-24T19:23:36.427103
ITEM-0001255,ORD-000545,PROD-0001,1,110.4,0,2026-04-24T19:23:36.427108
ITEM-0001256,ORD-000637,PROD-0013,4,204.94,0,2026-04-24T19:23:36.427113
ITEM-0001257,ORD-001629,PROD-0011,1,12.34,0,2026-04-24T19:23:36.427118
ITEM-0001258,ORD-000995,PROD-0004,1,225.69,0,2026-04-24T19:23:36.427122
ITEM-0001259,ORD-000517,PROD-0022,4,136.57,0,2026-04-24T19:23:36.427127
ITEM-0001260,ORD-000538,PROD-0002,1,191.67,0,2026-04-24T19:23:36.427131
ITEM-0001261,ORD-001929,PROD-0019,2,22.94,0,2026-04-24T19:23:36.427136
ITEM-0001262,ORD-001434,PROD-0018,1,99.3,8.38,2026-04-24T19:23:36.427142
ITEM-0001263,ORD-000646,PROD-0023,3,247.1,0,2026-04-24T19:23:36.427149
ITEM-0001264,ORD-000353,PROD-0008,1,218.02,0,2026-04-24T19:23:36.427155
