movement_id,product_id,movement_type,quantity_change,reference_id,movement_date,unit_cost,notes,_loaded_at
INV-0000204,PROD-0017,sale,-2,ORD-000663,2024-08-24,100.26,Sale from order ORD-000663,2026-04-28T19:39:28.655745
INV-0000205,PROD-0024,sale,-3,ORD-001346,2024-06-15,100.58,Sale from order ORD-001346,2026-04-28T19:39:28.655753
INV-0000206,PROD-0017,sale,-4,ORD-001993,2025-06-15,100.26,Sale from order ORD-001993,2026-04-28T19:39:28.655759
INV-0000207,PROD-0004,sale,-2,ORD-001027,2026-01-26,34.71,Sale from order ORD-001027,2026-04-28T19:39:28.655765
INV-0000208,PROD-0022,sale,-1,ORD-000518,2024-09-29,132.92,Sale from order ORD-000518,2026-04-28T19:39:28.655771
INV-0000209,PROD-0004,sale,-1,ORD-001520,2024-06-20,34.71,Sale from order ORD-001520,2026-04-28T19:39:28.655781
INV-0000210,PROD-0007,sale,-3,ORD-000302,2024-12-30,61.76,Sale from order ORD-000302,2026-04-28T19:39:28.655787
INV-0000211,PROD-0017,sale,-1,ORD-001124,2025-02-22,100.26,Sale from order ORD-001124,2026-04-28T19:39:28.655793
INV-0000212,PROD-0015,sale,-4,ORD-000086,2024-05-23,94.37,Sale from order ORD-000086,2026-04-28T19:39:28.655798
INV-0000213,PROD-0023,sale,-1,ORD-000261,2026-01-06,108.17,Sale from order ORD-000261,2026-04-28T19:39:28.655804
INV-0000214,PROD-0002,sale,-5,ORD-000525,2025-02-10,60.12,Sale from order ORD-000525,2026-04-28T19:39:28.655810
INV-0000215,PROD-0003,sale,-2,ORD-001306,2025-07-15,29.32,Sale from order ORD-001306,2026-04-28T19:39:28.655815
INV-0000216,PROD-0002,sale,-3,ORD-001554,2025-03-30,60.12,Sale from order ORD-001554,2026-04-28T19:39:28.655821
INV-0000217,PROD-0023,sale,-3,ORD-001414,2025-12-15,108.17,Sale from order ORD-001414,2026-04-28T19:39:28.655826
INV-0000218,PROD-0022,sale,-5,ORD-001969,2025-04-01,132.92,Sale from order ORD-001969,2026-04-28T19:39:28.655832
INV-0000219,PROD-0008,sale,-5,ORD-000259,2026-03-30,92.47,Sale from order ORD-000259,2026-04-28T19:39:28.655837
INV-0000220,PROD-0016,sale,-5,ORD-000016,2025-03-05,138.18,Sale from order ORD-000016,2026-04-28T19:39:28.655843
INV-0000221,PROD-0012,sale,-5,ORD-000361,2025-08-11,87.8,Sale from order ORD-000361,2026-04-28T19:39:28.655849
INV-0000222,PROD-0013,sale,-2,ORD-001440,2026-03-07,56.82,Sale from order ORD-001440,2026-04-28T19:39:28.655857
INV-0000223,PROD-0017,sale,-3,ORD-000809,2024-11-11,100.26,Sale from order ORD-000809,2026-04-28T19:39:28.655863
INV-0000224,PROD-0011,sale,-2,ORD-001118,2025-12-27,138.98,Sale from order ORD-001118,2026-04-28T19:39:28.655869
INV-0000225,PROD-0011,sale,-3,ORD-001409,2024-06-03,138.98,Sale from order ORD-001409,2026-04-28T19:39:28.655875
INV-0000226,PROD-0013,sale,-5,ORD-001322,2026-01-31,56.82,Sale from order ORD-001322,2026-04-28T19:39:28.655880
INV-0000227,PROD-0004,sale,-5,ORD-000321,2024-08-05,34.71,Sale from order ORD-000321,2026-04-28T19:39:28.655886
INV-0000228,PROD-0014,sale,-4,ORD-000431,2025-08-20,75.23,Sale from order ORD-000431,2026-04-28T19:39:28.655891
INV-0000229,PROD-0006,sale,-2,ORD-001709,2025-10-12,86.82,Sale from order ORD-001709,2026-04-28T19:39:28.655928
INV-0000230,PROD-0024,sale,-1,ORD-001886,2025-08-25,100.58,Sale from order ORD-001886,2026-04-28T19:39:28.655934
INV-0000231,PROD-0001,sale,-2,ORD-000577,2025-03-30,26.24,Sale from order ORD-000577,2026-04-28T19:39:28.655940
INV-0000232,PROD-0015,sale,-2,ORD-001724,2026-04-21,94.37,Sale from order ORD-001724,2026-04-28T19:39:28.655946
INV-0000233,PROD-0013,sale,-2,ORD-000854,2025-03-20,56.82,Sale from order ORD-000854,2026-04-28T19:39:28.655951
INV-0000234,PROD-0015,sale,-3,ORD-001344,2025-05-24,94.37,Sale from order ORD-001344,2026-04-28T19:39:28.655958
INV-0000235,PROD-0016,sale,-1,ORD-001089,2026-04-10,138.18,Sale from order ORD-001089,2026-04-28T19:39:28.655966
INV-0000236,PROD-0017,sale,-1,ORD-000344,2024-09-08,100.26,Sale from order ORD-000344,2026-04-28T19:39:28.655972
INV-0000237,PROD-0011,sale,-1,ORD-001927,2024-05-02,138.98,Sale from order ORD-001927,2026-04-28T19:39:28.655977
INV-0000238,PROD-0023,sale,-5,ORD-000693,2025-04-25,108.17,Sale from order ORD-000693,2026-04-28T19:39:28.655983
INV-0000239,PROD-0023,sale,-1,ORD-000357,2025-03-22,108.17,Sale from order ORD-000357,2026-04-28T19:39:28.655988
INV-0000240,PROD-0024,sale,-4,ORD-001667,2024-06-30,100.58,Sale from order ORD-001667,2026-04-28T19:39:28.655996
INV-0000241,PROD-0016,sale,-5,ORD-000332,2026-01-29,138.18,Sale from order ORD-000332,2026-04-28T19:39:28.656002
INV-0000242,PROD-0008,sale,-2,ORD-000565,2024-09-29,92.47,Sale from order ORD-000565,2026-04-28T19:39:28.656007
INV-0000243,PROD-0025,sale,-4,ORD-000739,2024-09-18,17.74,Sale from order ORD-000739,2026-04-28T19:39:28.656013
INV-0000244,PROD-0017,sale,-2,ORD-001849,2025-07-30,100.26,Sale from order ORD-001849,2026-04-28T19:39:28.656018
INV-0000245,PROD-0014,sale,-1,ORD-000362,2024-08-15,75.23,Sale from order ORD-000362,2026-04-28T19:39:28.656024
INV-0000246,PROD-0010,sale,-3,ORD-001060,2025-10-26,146.54,Sale from order ORD-001060,2026-04-28T19:39:28.656029
INV-0000247,PROD-0013,sale,-3,ORD-000762,2025-03-08,56.82,Sale from order ORD-000762,2026-04-28T19:39:28.656035
INV-0000248,PROD-0025,sale,-3,ORD-000203,2025-01-04,17.74,Sale from order ORD-000203,2026-04-28T19:39:28.656043
INV-0000249,PROD-0012,sale,-4,ORD-000044,2025-11-28,87.8,Sale from order ORD-000044,2026-04-28T19:39:28.656049
INV-0000250,PROD-0012,sale,-2,ORD-000308,2026-04-02,87.8,Sale from order ORD-000308,2026-04-28T19:39:28.656054
INV-0000251,PROD-0003,sale,-1,ORD-001962,2025-12-01,29.32,Sale from order ORD-001962,2026-04-28T19:39:28.656059
INV-0000252,PROD-0002,sale,-2,ORD-001611,2024-09-05,60.12,Sale from order ORD-001611,2026-04-28T19:39:28.656065
INV-0000253,PROD-0014,sale,-4,ORD-000696,2025-01-22,75.23,Sale from order ORD-000696,2026-04-28T19:39:28.656071
INV-0000254,PROD-0018,sale,-5,ORD-000356,2024-10-07,7.1,Sale from order ORD-000356,2026-04-28T19:39:28.656078
INV-0000255,PROD-0023,sale,-4,ORD-000480,2025-03-14,108.17,Sale from order ORD-000480,2026-04-28T19:39:28.656084
INV-0000256,PROD-0010,sale,-2,ORD-000014,2025-07-15,146.54,Sale from order ORD-000014,2026-04-28T19:39:28.656153
INV-0000257,PROD-0016,sale,-3,ORD-000925,2025-01-31,138.18,Sale from order ORD-000925,2026-04-28T19:39:28.656162
INV-0000258,PROD-0015,sale,-1,ORD-000970,2025-08-09,94.37,Sale from order ORD-000970,2026-04-28T19:39:28.656169
INV-0000259,PROD-0009,sale,-5,ORD-000998,2025-06-21,109.4,Sale from order ORD-000998,2026-04-28T19:39:28.656175
INV-0000260,PROD-0020,sale,-1,ORD-000856,2025-09-30,48.52,Sale from order ORD-000856,2026-04-28T19:39:28.656181
INV-0000261,PROD-0006,sale,-3,ORD-001110,2025-09-19,86.82,Sale from order ORD-001110,2026-04-28T19:39:28.656192
INV-0000262,PROD-0012,sale,-2,ORD-001145,2025-10-21,87.8,Sale from order ORD-001145,2026-04-28T19:39:28.656198
INV-0000263,PROD-0020,sale,-1,ORD-001068,2026-03-27,48.52,Sale from order ORD-001068,2026-04-28T19:39:28.656204
INV-0000264,PROD-0022,sale,-4,ORD-000033,2025-03-07,132.92,Sale from order ORD-000033,2026-04-28T19:39:28.656209
INV-0000265,PROD-0012,sale,-2,ORD-001029,2024-07-16,87.8,Sale from order ORD-001029,2026-04-28T19:39:28.656215
INV-0000266,PROD-0020,sale,-4,ORD-000274,2025-04-08,48.52,Sale from order ORD-000274,2026-04-28T19:39:28.656221
INV-0000267,PROD-0019,sale,-3,ORD-001978,2025-06-04,108.79,Sale from order ORD-001978,2026-04-28T19:39:28.656226
INV-0000268,PROD-0009,sale,-4,ORD-001615,2025-10-07,109.4,Sale from order ORD-001615,2026-04-28T19:39:28.656232
INV-0000269,PROD-0009,sale,-1,ORD-000377,2024-09-14,109.4,Sale from order ORD-000377,2026-04-28T19:39:28.656237
INV-0000270,PROD-0003,sale,-3,ORD-000904,2024-08-07,29.32,Sale from order ORD-000904,2026-04-28T19:39:28.656244
INV-0000271,PROD-0018,sale,-4,ORD-000315,2026-03-29,7.1,Sale from order ORD-000315,2026-04-28T19:39:28.656250
INV-0000272,PROD-0014,sale,-5,ORD-001236,2025-10-13,75.23,Sale from order ORD-001236,2026-04-28T19:39:28.656259
INV-0000273,PROD-0010,sale,-5,ORD-000654,2024-05-18,146.54,Sale from order ORD-000654,2026-04-28T19:39:28.656266
INV-0000274,PROD-0006,sale,-4,ORD-000595,2026-03-10,86.82,Sale from order ORD-000595,2026-04-28T19:39:28.656274
INV-0000275,PROD-0006,sale,-3,ORD-001840,2025-01-07,86.82,Sale from order ORD-001840,2026-04-28T19:39:28.656280
INV-0000276,PROD-0009,sale,-3,ORD-000430,2026-03-05,109.4,Sale from order ORD-000430,2026-04-28T19:39:28.656286
INV-0000277,PROD-0025,sale,-2,ORD-000316,2026-02-22,17.74,Sale from order ORD-000316,2026-04-28T19:39:28.656291
INV-0000278,PROD-0017,sale,-2,ORD-000073,2024-05-27,100.26,Sale from order ORD-000073,2026-04-28T19:39:28.656297
INV-0000279,PROD-0024,sale,-2,ORD-001372,2024-06-11,100.58,Sale from order ORD-001372,2026-04-28T19:39:28.656305
INV-0000280,PROD-0009,sale,-1,ORD-000785,2024-05-21,109.4,Sale from order ORD-000785,2026-04-28T19:39:28.656312
INV-0000281,PROD-0005,sale,-2,ORD-000585,2025-02-16,110.81,Sale from order ORD-000585,2026-04-28T19:39:28.656318
INV-0000282,PROD-0002,sale,-5,ORD-001560,2025-07-12,60.12,Sale from order ORD-001560,2026-04-28T19:39:28.656324
INV-0000283,PROD-0024,sale,-5,ORD-001361,2025-08-24,100.58,Sale from order ORD-001361,2026-04-28T19:39:28.656329
INV-0000284,PROD-0024,sale,-1,ORD-001303,2025-08-19,100.58,Sale from order ORD-001303,2026-04-28T19:39:28.656335
INV-0000285,PROD-0005,sale,-2,ORD-001427,2025-06-10,110.81,Sale from order ORD-001427,2026-04-28T19:39:28.656340
INV-0000286,PROD-0024,sale,-5,ORD-001904,2025-01-30,100.58,Sale from order ORD-001904,2026-04-28T19:39:28.656346
INV-0000287,PROD-0010,sale,-2,ORD-001780,2025-10-04,146.54,Sale from order ORD-001780,2026-04-28T19:39:28.656354
INV-0000288,PROD-0020,sale,-4,ORD-001436,2024-11-25,48.52,Sale from order ORD-001436,2026-04-28T19:39:28.656360
INV-0000289,PROD-0004,sale,-3,ORD-000069,2024-12-23,34.71,Sale from order ORD-000069,2026-04-28T19:39:28.656366
INV-0000290,PROD-0002,sale,-1,ORD-000628,2025-01-21,60.12,Sale from order ORD-000628,2026-04-28T19:39:28.656372
INV-0000291,PROD-0002,sale,-2,ORD-000256,2025-03-05,60.12,Sale from order ORD-000256,2026-04-28T19:39:28.656377
INV-0000292,PROD-0022,sale,-2,ORD-001105,2025-09-06,132.92,Sale from order ORD-001105,2026-04-28T19:39:28.656383
INV-0000293,PROD-0019,sale,-3,ORD-001532,2024-08-03,108.79,Sale from order ORD-001532,2026-04-28T19:39:28.656389
INV-0000294,PROD-0004,sale,-3,ORD-001047,2024-07-28,34.71,Sale from order ORD-001047,2026-04-28T19:39:28.656394
INV-0000295,PROD-0022,sale,-2,ORD-001893,2024-04-30,132.92,Sale from order ORD-001893,2026-04-28T19:39:28.656400
INV-0000296,PROD-0022,sale,-5,ORD-000997,2025-04-30,132.92,Sale from order ORD-000997,2026-04-28T19:39:28.656406
INV-0000297,PROD-0002,sale,-1,ORD-001095,2024-12-12,60.12,Sale from order ORD-001095,2026-04-28T19:39:28.656411
INV-0000298,PROD-0019,sale,-3,ORD-001313,2025-07-17,108.79,Sale from order ORD-001313,2026-04-28T19:39:28.656417
INV-0000299,PROD-0002,sale,-1,ORD-000028,2026-03-30,60.12,Sale from order ORD-000028,2026-04-28T19:39:28.656423
INV-0000300,PROD-0015,sale,-4,ORD-000375,2025-12-15,94.37,Sale from order ORD-000375,2026-04-28T19:39:28.656431
INV-0000301,PROD-0024,sale,-3,ORD-001002,2025-05-22,100.58,Sale from order ORD-001002,2026-04-28T19:39:28.656437
INV-0000302,PROD-0020,sale,-1,ORD-001688,2025-11-28,48.52,Sale from order ORD-001688,2026-04-28T19:39:28.656442
INV-0000303,PROD-0019,sale,-2,ORD-001408,2025-05-09,108.79,Sale from order ORD-001408,2026-04-28T19:39:28.656451
INV-0000304,PROD-0017,sale,-2,ORD-001208,2025-05-22,100.26,Sale from order ORD-001208,2026-04-28T19:39:28.656459
INV-0000305,PROD-0005,sale,-3,ORD-001844,2025-05-03,110.81,Sale from order ORD-001844,2026-04-28T19:39:28.656466
INV-0000306,PROD-0019,sale,-3,ORD-001419,2025-09-15,108.79,Sale from order ORD-001419,2026-04-28T19:39:28.656471
INV-0000307,PROD-0004,sale,-1,ORD-000874,2025-07-30,34.71,Sale from order ORD-000874,2026-04-28T19:39:28.656477
INV-0000308,PROD-0001,sale,-5,ORD-000281,2026-01-05,26.24,Sale from order ORD-000281,2026-04-28T19:39:28.656483
INV-0000309,PROD-0023,sale,-4,ORD-001594,2026-01-05,108.17,Sale from order ORD-001594,2026-04-28T19:39:28.656488
INV-0000310,PROD-0023,sale,-4,ORD-001585,2025-01-06,108.17,Sale from order ORD-001585,2026-04-28T19:39:28.656496
INV-0000311,PROD-0001,sale,-2,ORD-001992,2025-09-11,26.24,Sale from order ORD-001992,2026-04-28T19:39:28.656502
INV-0000312,PROD-0010,sale,-5,ORD-001127,2025-05-09,146.54,Sale from order ORD-001127,2026-04-28T19:39:28.656507
INV-0000313,PROD-0003,sale,-1,ORD-001075,2024-11-12,29.32,Sale from order ORD-001075,2026-04-28T19:39:28.656516
INV-0000314,PROD-0025,sale,-4,ORD-001685,2025-02-24,17.74,Sale from order ORD-001685,2026-04-28T19:39:28.656522
INV-0000315,PROD-0019,sale,-5,ORD-001081,2026-02-28,108.79,Sale from order ORD-001081,2026-04-28T19:39:28.656528
INV-0000316,PROD-0008,sale,-3,ORD-000292,2024-12-21,92.47,Sale from order ORD-000292,2026-04-28T19:39:28.656533
INV-0000317,PROD-0024,sale,-4,ORD-000368,2025-01-22,100.58,Sale from order ORD-000368,2026-04-28T19:39:28.656539
INV-0000318,PROD-0021,sale,-5,ORD-000712,2024-07-18,144.26,Sale from order ORD-000712,2026-04-28T19:39:28.656544
INV-0000319,PROD-0025,sale,-4,ORD-001249,2025-06-07,17.74,Sale from order ORD-001249,2026-04-28T19:39:28.656550
INV-0000320,PROD-0015,sale,-4,ORD-001743,2024-11-16,94.37,Sale from order ORD-001743,2026-04-28T19:39:28.656555
INV-0000321,PROD-0005,sale,-5,ORD-000956,2026-02-14,110.81,Sale from order ORD-000956,2026-04-28T19:39:28.656561
INV-0000322,PROD-0016,sale,-3,ORD-001627,2025-02-28,138.18,Sale from order ORD-001627,2026-04-28T19:39:28.656567
INV-0000323,PROD-0024,sale,-4,ORD-001399,2026-04-18,100.58,Sale from order ORD-001399,2026-04-28T19:39:28.656572
INV-0000324,PROD-0015,sale,-5,ORD-000823,2025-02-10,94.37,Sale from order ORD-000823,2026-04-28T19:39:28.656578
INV-0000325,PROD-0007,sale,-1,ORD-001482,2024-06-30,61.76,Sale from order ORD-001482,2026-04-28T19:39:28.656584
INV-0000326,PROD-0023,sale,-4,ORD-001161,2025-11-20,108.17,Sale from order ORD-001161,2026-04-28T19:39:28.656603
INV-0000327,PROD-0005,sale,-1,ORD-001953,2025-07-05,110.81,Sale from order ORD-001953,2026-04-28T19:39:28.656609
INV-0000328,PROD-0025,sale,-4,ORD-001078,2025-11-24,17.74,Sale from order ORD-001078,2026-04-28T19:39:28.656615
INV-0000329,PROD-0018,sale,-2,ORD-001802,2024-07-18,7.1,Sale from order ORD-001802,2026-04-28T19:39:28.656623
INV-0000330,PROD-0003,sale,-5,ORD-001083,2026-03-21,29.32,Sale from order ORD-001083,2026-04-28T19:39:28.656631
INV-0000331,PROD-0023,sale,-2,ORD-001429,2025-04-14,108.17,Sale from order ORD-001429,2026-04-28T19:39:28.656637
INV-0000332,PROD-0016,sale,-5,ORD-000396,2025-05-12,138.18,Sale from order ORD-000396,2026-04-28T19:39:28.656643
INV-0000333,PROD-0001,sale,-1,ORD-001097,2024-07-03,26.24,Sale from order ORD-001097,2026-04-28T19:39:28.656649
INV-0000334,PROD-0013,sale,-5,ORD-000935,2025-11-27,56.82,Sale from order ORD-000935,2026-04-28T19:39:28.656655
INV-0000335,PROD-0021,sale,-3,ORD-001514,2025-08-05,144.26,Sale from order ORD-001514,2026-04-28T19:39:28.656663
INV-0000336,PROD-0013,sale,-3,ORD-001860,2025-01-26,56.82,Sale from order ORD-001860,2026-04-28T19:39:28.656669
INV-0000337,PROD-0006,sale,-5,ORD-001616,2025-11-24,86.82,Sale from order ORD-001616,2026-04-28T19:39:28.656675
INV-0000338,PROD-0016,sale,-2,ORD-000105,2025-05-31,138.18,Sale from order ORD-000105,2026-04-28T19:39:28.656680
INV-0000339,PROD-0010,sale,-3,ORD-000454,2024-10-23,146.54,Sale from order ORD-000454,2026-04-28T19:39:28.656688
INV-0000340,PROD-0022,sale,-4,ORD-001396,2025-06-17,132.92,Sale from order ORD-001396,2026-04-28T19:39:28.656694
INV-0000341,PROD-0013,sale,-2,ORD-000401,2025-04-14,56.82,Sale from order ORD-000401,2026-04-28T19:39:28.656700
INV-0000342,PROD-0022,sale,-3,ORD-001964,2024-08-09,132.92,Sale from order ORD-001964,2026-04-28T19:39:28.656705
INV-0000343,PROD-0017,sale,-4,ORD-001157,2025-11-01,100.26,Sale from order ORD-001157,2026-04-28T19:39:28.656711
INV-0000344,PROD-0007,sale,-1,ORD-000752,2025-12-04,61.76,Sale from order ORD-000752,2026-04-28T19:39:28.656717
INV-0000345,PROD-0003,sale,-1,ORD-001044,2024-11-17,29.32,Sale from order ORD-001044,2026-04-28T19:39:28.656722
INV-0000346,PROD-0007,sale,-3,ORD-001878,2024-05-30,61.76,Sale from order ORD-001878,2026-04-28T19:39:28.656727
INV-0000347,PROD-0010,sale,-5,ORD-000706,2024-10-25,146.54,Sale from order ORD-000706,2026-04-28T19:39:28.656733
INV-0000348,PROD-0006,sale,-3,ORD-001380,2024-08-06,86.82,Sale from order ORD-001380,2026-04-28T19:39:28.656739
INV-0000349,PROD-0018,sale,-4,ORD-000456,2026-02-10,7.1,Sale from order ORD-000456,2026-04-28T19:39:28.656744
INV-0000350,PROD-0016,sale,-3,ORD-000843,2024-10-15,138.18,Sale from order ORD-000843,2026-04-28T19:39:28.656750
INV-0000351,PROD-0011,sale,-4,ORD-000736,2026-04-09,138.98,Sale from order ORD-000736,2026-04-28T19:39:28.656755
INV-0000352,PROD-0010,sale,-3,ORD-000790,2024-12-25,146.54,Sale from order ORD-000790,2026-04-28T19:39:28.656763
INV-0000353,PROD-0008,sale,-1,ORD-001191,2025-12-02,92.47,Sale from order ORD-001191,2026-04-28T19:39:28.656769
INV-0000354,PROD-0007,sale,-2,ORD-000965,2024-07-15,61.76,Sale from order ORD-000965,2026-04-28T19:39:28.656777
INV-0000355,PROD-0018,sale,-1,ORD-000612,2024-07-10,7.1,Sale from order ORD-000612,2026-04-28T19:39:28.656783
INV-0000356,PROD-0024,sale,-3,ORD-000745,2024-06-25,100.58,Sale from order ORD-000745,2026-04-28T19:39:28.656789
INV-0000357,PROD-0013,sale,-1,ORD-001698,2024-11-02,56.82,Sale from order ORD-001698,2026-04-28T19:39:28.656795
INV-0000358,PROD-0007,sale,-4,ORD-001146,2025-06-09,61.76,Sale from order ORD-001146,2026-04-28T19:39:28.656801
INV-0000359,PROD-0017,sale,-2,ORD-001417,2026-02-06,100.26,Sale from order ORD-001417,2026-04-28T19:39:28.656806
INV-0000360,PROD-0008,sale,-2,ORD-000427,2024-09-20,92.47,Sale from order ORD-000427,2026-04-28T19:39:28.656812
INV-0000361,PROD-0022,sale,-2,ORD-000106,2025-03-28,132.92,Sale from order ORD-000106,2026-04-28T19:39:28.656817
INV-0000362,PROD-0020,sale,-1,ORD-000123,2026-04-02,48.52,Sale from order ORD-000123,2026-04-28T19:39:28.656823
INV-0000363,PROD-0023,sale,-3,ORD-000276,2025-10-15,108.17,Sale from order ORD-000276,2026-04-28T19:39:28.656828
INV-0000364,PROD-0014,sale,-1,ORD-000478,2025-12-21,75.23,Sale from order ORD-000478,2026-04-28T19:39:28.656834
INV-0000365,PROD-0017,sale,-3,ORD-001247,2025-10-30,100.26,Sale from order ORD-001247,2026-04-28T19:39:28.656843
INV-0000366,PROD-0013,sale,-4,ORD-001684,2025-11-08,56.82,Sale from order ORD-001684,2026-04-28T19:39:28.656851
INV-0000367,PROD-0010,sale,-1,ORD-000987,2025-06-12,146.54,Sale from order ORD-000987,2026-04-28T19:39:28.656857
INV-0000368,PROD-0016,sale,-2,ORD-001302,2025-10-02,138.18,Sale from order ORD-001302,2026-04-28T19:39:28.656863
INV-0000369,PROD-0010,sale,-5,ORD-000625,2026-01-01,146.54,Sale from order ORD-000625,2026-04-28T19:39:28.656868
INV-0000370,PROD-0002,sale,-1,ORD-000919,2024-06-01,60.12,Sale from order ORD-000919,2026-04-28T19:39:28.656874
INV-0000371,PROD-0017,sale,-4,ORD-000400,2026-02-14,100.26,Sale from order ORD-000400,2026-04-28T19:39:28.656880
INV-0000372,PROD-0020,sale,-5,ORD-001328,2025-05-09,48.52,Sale from order ORD-001328,2026-04-28T19:39:28.656885
INV-0000373,PROD-0020,sale,-4,ORD-000206,2024-07-12,48.52,Sale from order ORD-000206,2026-04-28T19:39:28.656891
INV-0000374,PROD-0004,sale,-4,ORD-001795,2026-01-25,34.71,Sale from order ORD-001795,2026-04-28T19:39:28.656897
INV-0000375,PROD-0020,sale,-1,ORD-001905,2024-10-31,48.52,Sale from order ORD-001905,2026-04-28T19:39:28.656902
INV-0000376,PROD-0018,sale,-3,ORD-000327,2024-10-13,7.1,Sale from order ORD-000327,2026-04-28T19:39:28.656908
INV-0000377,PROD-0018,sale,-1,ORD-000670,2026-04-02,7.1,Sale from order ORD-000670,2026-04-28T19:39:28.656913
INV-0000378,PROD-0011,sale,-2,ORD-001866,2026-04-02,138.98,Sale from order ORD-001866,2026-04-28T19:39:28.656921
INV-0000379,PROD-0016,sale,-4,ORD-000119,2024-05-17,138.18,Sale from order ORD-000119,2026-04-28T19:39:28.656930
INV-0000380,PROD-0023,sale,-1,ORD-000729,2025-05-10,108.17,Sale from order ORD-000729,2026-04-28T19:39:28.656936
INV-0000381,PROD-0003,sale,-3,ORD-001065,2025-10-30,29.32,Sale from order ORD-001065,2026-04-28T19:39:28.656941
INV-0000382,PROD-0024,sale,-2,ORD-000932,2026-02-08,100.58,Sale from order ORD-000932,2026-04-28T19:39:28.656946
INV-0000383,PROD-0016,sale,-3,ORD-000564,2025-04-06,138.18,Sale from order ORD-000564,2026-04-28T19:39:28.656952
INV-0000384,PROD-0023,sale,-1,ORD-001994,2025-03-11,108.17,Sale from order ORD-001994,2026-04-28T19:39:28.656957
INV-0000385,PROD-0015,sale,-2,ORD-000398,2025-03-27,94.37,Sale from order ORD-000398,2026-04-28T19:39:28.656963
INV-0000386,PROD-0025,sale,-4,ORD-000171,2025-12-23,17.74,Sale from order ORD-000171,2026-04-28T19:39:28.656969
INV-0000387,PROD-0003,sale,-2,ORD-001252,2025-01-22,29.32,Sale from order ORD-001252,2026-04-28T19:39:28.656974
INV-0000388,PROD-0006,sale,-1,ORD-001612,2024-08-25,86.82,Sale from order ORD-001612,2026-04-28T19:39:28.656979
INV-0000389,PROD-0010,sale,-1,ORD-000159,2025-09-01,146.54,Sale from order ORD-000159,2026-04-28T19:39:28.656985
INV-0000390,PROD-0013,sale,-2,ORD-001825,2025-01-20,56.82,Sale from order ORD-001825,2026-04-28T19:39:28.656991
INV-0000391,PROD-0025,sale,-2,ORD-001960,2025-08-31,17.74,Sale from order ORD-001960,2026-04-28T19:39:28.656999
INV-0000392,PROD-0006,sale,-2,ORD-001974,2024-07-03,86.82,Sale from order ORD-001974,2026-04-28T19:39:28.657005
INV-0000393,PROD-0013,sale,-2,ORD-001739,2024-06-01,56.82,Sale from order ORD-001739,2026-04-28T19:39:28.657010
INV-0000394,PROD-0021,sale,-5,ORD-001257,2025-06-09,144.26,Sale from order ORD-001257,2026-04-28T19:39:28.657016
INV-0000395,PROD-0004,sale,-5,ORD-001153,2025-11-26,34.71,Sale from order ORD-001153,2026-04-28T19:39:28.657022
INV-0000396,PROD-0015,sale,-5,ORD-001447,2025-03-01,94.37,Sale from order ORD-001447,2026-04-28T19:39:28.657028
INV-0000397,PROD-0020,sale,-1,ORD-001397,2024-07-12,48.52,Sale from order ORD-001397,2026-04-28T19:39:28.657033
INV-0000398,PROD-0004,sale,-1,ORD-000482,2024-09-02,34.71,Sale from order ORD-000482,2026-04-28T19:39:28.657042
INV-0000399,PROD-0007,sale,-1,ORD-000113,2026-02-11,61.76,Sale from order ORD-000113,2026-04-28T19:39:28.657047
INV-0000400,PROD-0016,sale,-2,ORD-001932,2024-10-22,138.18,Sale from order ORD-001932,2026-04-28T19:39:28.657053
INV-0000401,PROD-0014,sale,-4,ORD-000364,2025-01-20,75.23,Sale from order ORD-000364,2026-04-28T19:39:28.657059
INV-0000402,PROD-0003,sale,-5,ORD-000126,2026-04-09,29.32,Sale from order ORD-000126,2026-04-28T19:39:28.657065
INV-0000403,PROD-0023,sale,-4,ORD-001830,2024-05-05,108.17,Sale from order ORD-001830,2026-04-28T19:39:28.657070
INV-0000404,PROD-0015,sale,-1,ORD-000101,2025-08-01,94.37,Sale from order ORD-000101,2026-04-28T19:39:28.657080
INV-0000405,PROD-0019,sale,-4,ORD-000681,2026-01-19,108.79,Sale from order ORD-000681,2026-04-28T19:39:28.657087
INV-0000406,PROD-0019,sale,-4,ORD-000476,2024-09-07,108.79,Sale from order ORD-000476,2026-04-28T19:39:28.657093
INV-0000407,PROD-0020,sale,-4,ORD-001984,2025-10-10,48.52,Sale from order ORD-001984,2026-04-28T19:39:28.657099
INV-0000408,PROD-0017,sale,-1,ORD-000125,2025-07-30,100.26,Sale from order ORD-000125,2026-04-28T19:39:28.657104
INV-0000409,PROD-0013,sale,-2,ORD-001235,2024-06-22,56.82,Sale from order ORD-001235,2026-04-28T19:39:28.657110
INV-0000410,PROD-0013,sale,-4,ORD-001180,2024-12-28,56.82,Sale from order ORD-001180,2026-04-28T19:39:28.657115
INV-0000411,PROD-0016,sale,-1,ORD-001431,2024-05-06,138.18,Sale from order ORD-001431,2026-04-28T19:39:28.657121
INV-0000412,PROD-0025,sale,-3,ORD-000046,2024-04-29,17.74,Sale from order ORD-000046,2026-04-28T19:39:28.657126
INV-0000413,PROD-0003,sale,-4,ORD-001799,2025-12-12,29.32,Sale from order ORD-001799,2026-04-28T19:39:28.657132
INV-0000414,PROD-0018,sale,-2,ORD-001613,2025-06-11,7.1,Sale from order ORD-001613,2026-04-28T19:39:28.657137
